Sexo,Municipios,Edad (año a año),Periodo,Total
Total,50060 Bulbuente,96 años,2020,0
Total,50060 Bulbuente,97 años,2020,0
Total,50060 Bulbuente,98 años,2020,0
Total,50060 Bulbuente,99 años,2020,0
Total,50060 Bulbuente,100 y más años,2020,0
Total,50061 Bureta,66 años,2020,6
Total,50061 Bureta,67 años,2020,5
Total,50061 Bureta,68 años,2020,1
Total,50061 Bureta,69 años,2020,5
Total,50061 Bureta,70 años,2020,1
Total,50061 Bureta,71 años,2020,5
Total,50061 Bureta,72 años,2020,4
Total,50061 Bureta,73 años,2020,6
Total,50061 Bureta,74 años,2020,4
Total,50061 Bureta,75 años,2020,5
Total,50061 Bureta,76 años,2020,2
Total,50061 Bureta,77 años,2020,2
Total,50061 Bureta,78 años,2020,9
Total,50061 Bureta,79 años,2020,5
Total,50061 Bureta,80 años,2020,3
Total,50061 Bureta,81 años,2020,2
Total,50061 Bureta,82 años,2020,0
Total,50061 Bureta,83 años,2020,1
Total,50061 Bureta,84 años,2020,3
Total,50061 Bureta,85 años,2020,1
Total,50061 Bureta,86 años,2020,0
Total,50061 Bureta,87 años,2020,3
Total,50061 Bureta,88 años,2020,2
Total,50061 Bureta,89 años,2020,3
Total,50061 Bureta,90 años,2020,0
Total,50061 Bureta,91 años,2020,0
Total,50061 Bureta,92 años,2020,0
Total,50061 Bureta,93 años,2020,0
Total,50061 Bureta,94 años,2020,0
Total,50061 Bureta,95 años,2020,0
Total,50061 Bureta,96 años,2020,0
Total,50061 Bureta,97 años,2020,1
Total,50061 Bureta,98 años,2020,0
Total,50061 Bureta,99 años,2020,0
Total,50061 Bureta,100 y más años,2020,0
Total,50062 Burgo de Ebro El,66 años,2020,29
Total,50062 Burgo de Ebro El,67 años,2020,31
Total,50062 Burgo de Ebro El,68 años,2020,34
Total,50062 Burgo de Ebro El,69 años,2020,17
Total,50062 Burgo de Ebro El,70 años,2020,20
Total,50062 Burgo de Ebro El,71 años,2020,14
Total,50062 Burgo de Ebro El,72 años,2020,21
Total,50062 Burgo de Ebro El,73 años,2020,14
Total,50062 Burgo de Ebro El,74 años,2020,21
Total,50062 Burgo de Ebro El,75 años,2020,15
Total,50062 Burgo de Ebro El,76 años,2020,17
Total,50062 Burgo de Ebro El,77 años,2020,17
Total,50062 Burgo de Ebro El,78 años,2020,10
Total,50062 Burgo de Ebro El,79 años,2020,13
Total,50062 Burgo de Ebro El,80 años,2020,10
Total,50062 Burgo de Ebro El,81 años,2020,13
Total,50062 Burgo de Ebro El,82 años,2020,8
Total,50062 Burgo de Ebro El,83 años,2020,12
Total,50062 Burgo de Ebro El,84 años,2020,8
Total,50062 Burgo de Ebro El,85 años,2020,15
Total,50062 Burgo de Ebro El,86 años,2020,14
Total,50062 Burgo de Ebro El,87 años,2020,12
Total,50062 Burgo de Ebro El,88 años,2020,9
Total,50062 Burgo de Ebro El,89 años,2020,4
Total,50062 Burgo de Ebro El,90 años,2020,3
Total,50062 Burgo de Ebro El,91 años,2020,4
Total,50062 Burgo de Ebro El,92 años,2020,4
Total,50062 Burgo de Ebro El,93 años,2020,4
Total,50062 Burgo de Ebro El,94 años,2020,2
Total,50062 Burgo de Ebro El,95 años,2020,1
Total,50062 Burgo de Ebro El,96 años,2020,1
Total,50062 Burgo de Ebro El,97 años,2020,0
Total,50062 Burgo de Ebro El,98 años,2020,3
Total,50062 Burgo de Ebro El,99 años,2020,0
Total,50062 Burgo de Ebro El,100 y más años,2020,1
Total,50063 Buste El,66 años,2020,0
Total,50063 Buste El,67 años,2020,3
Total,50063 Buste El,68 años,2020,0
Total,50063 Buste El,69 años,2020,1
Total,50063 Buste El,70 años,2020,1
Total,50063 Buste El,71 años,2020,1
Total,50063 Buste El,72 años,2020,0
Total,50063 Buste El,73 años,2020,1
Total,50063 Buste El,74 años,2020,2
Total,50063 Buste El,75 años,2020,2
Total,50063 Buste El,76 años,2020,1
Total,50063 Buste El,77 años,2020,1
Total,50063 Buste El,78 años,2020,3
Total,50063 Buste El,79 años,2020,3
Total,50063 Buste El,80 años,2020,1
Total,50063 Buste El,81 años,2020,2
Total,50063 Buste El,82 años,2020,1
Total,50063 Buste El,83 años,2020,1
Total,50063 Buste El,84 años,2020,2
Total,50063 Buste El,85 años,2020,2
Total,50063 Buste El,86 años,2020,1
Total,50063 Buste El,87 años,2020,2
Total,50063 Buste El,88 años,2020,0
Total,50063 Buste El,89 años,2020,0
Total,50063 Buste El,90 años,2020,1
Total,50063 Buste El,91 años,2020,0
Total,50063 Buste El,92 años,2020,0
Total,50063 Buste El,93 años,2020,0
Total,50063 Buste El,94 años,2020,0
Total,50063 Buste El,95 años,2020,0
Total,50063 Buste El,96 años,2020,0
Total,50063 Buste El,97 años,2020,0
Total,50063 Buste El,98 años,2020,1
Total,50063 Buste El,99 años,2020,0
Total,50063 Buste El,100 y más años,2020,0
Total,50064 Cabañas de Ebro,66 años,2020,5
Total,50064 Cabañas de Ebro,67 años,2020,7
Total,50064 Cabañas de Ebro,68 años,2020,6
Total,50064 Cabañas de Ebro,69 años,2020,11
Total,50064 Cabañas de Ebro,70 años,2020,4
Total,50064 Cabañas de Ebro,71 años,2020,8
Total,50064 Cabañas de Ebro,72 años,2020,3
Total,50064 Cabañas de Ebro,73 años,2020,6
Total,50064 Cabañas de Ebro,74 años,2020,12
Total,50064 Cabañas de Ebro,75 años,2020,5
Total,50064 Cabañas de Ebro,76 años,2020,5
Total,50064 Cabañas de Ebro,77 años,2020,3
Total,50064 Cabañas de Ebro,78 años,2020,6
Total,50064 Cabañas de Ebro,79 años,2020,7
Total,50064 Cabañas de Ebro,80 años,2020,6
Total,50064 Cabañas de Ebro,81 años,2020,4
Total,50064 Cabañas de Ebro,82 años,2020,4
Total,50064 Cabañas de Ebro,83 años,2020,9
Total,50064 Cabañas de Ebro,84 años,2020,9
Total,50064 Cabañas de Ebro,85 años,2020,6
Total,50064 Cabañas de Ebro,86 años,2020,4
Total,50064 Cabañas de Ebro,87 años,2020,4
Total,50064 Cabañas de Ebro,88 años,2020,8
Total,50064 Cabañas de Ebro,89 años,2020,5
Total,50064 Cabañas de Ebro,90 años,2020,5
Total,50064 Cabañas de Ebro,91 años,2020,4
Total,50064 Cabañas de Ebro,92 años,2020,0
Total,50064 Cabañas de Ebro,93 años,2020,6
Total,50064 Cabañas de Ebro,94 años,2020,0
Total,50064 Cabañas de Ebro,95 años,2020,0
Total,50064 Cabañas de Ebro,96 años,2020,1
Total,50064 Cabañas de Ebro,97 años,2020,1
Total,50064 Cabañas de Ebro,98 años,2020,0
Total,50064 Cabañas de Ebro,99 años,2020,0
Total,50064 Cabañas de Ebro,100 y más años,2020,0
Total,50065 Cabolafuente,66 años,2020,0
Total,50065 Cabolafuente,67 años,2020,0
Total,50065 Cabolafuente,68 años,2020,1
Total,50065 Cabolafuente,69 años,2020,1
Total,50065 Cabolafuente,70 años,2020,1
Total,50065 Cabolafuente,71 años,2020,2
Total,50065 Cabolafuente,72 años,2020,1
Total,50065 Cabolafuente,73 años,2020,1
Total,50065 Cabolafuente,74 años,2020,1
Total,50065 Cabolafuente,75 años,2020,1
Total,50065 Cabolafuente,76 años,2020,1
Total,50065 Cabolafuente,77 años,2020,1
Total,50065 Cabolafuente,78 años,2020,1
Total,50065 Cabolafuente,79 años,2020,2
Total,50065 Cabolafuente,80 años,2020,2
Total,50065 Cabolafuente,81 años,2020,0
Total,50065 Cabolafuente,82 años,2020,1
Total,50065 Cabolafuente,83 años,2020,2
Total,50065 Cabolafuente,84 años,2020,0
Total,50065 Cabolafuente,85 años,2020,1
Total,50065 Cabolafuente,86 años,2020,1
Total,50065 Cabolafuente,87 años,2020,2
Total,50065 Cabolafuente,88 años,2020,1
Total,50065 Cabolafuente,89 años,2020,1
Total,50065 Cabolafuente,90 años,2020,1
Total,50065 Cabolafuente,91 años,2020,0
Total,50065 Cabolafuente,92 años,2020,0
Total,50065 Cabolafuente,93 años,2020,0
Total,50065 Cabolafuente,94 años,2020,0
Total,50065 Cabolafuente,95 años,2020,0
Total,50065 Cabolafuente,96 años,2020,0
Total,50065 Cabolafuente,97 años,2020,0
Total,50065 Cabolafuente,98 años,2020,0
Total,50065 Cabolafuente,99 años,2020,0
Total,50065 Cabolafuente,100 y más años,2020,0
Total,50066 Cadrete,66 años,2020,25
Total,50066 Cadrete,67 años,2020,26
Total,50066 Cadrete,68 años,2020,18
Total,50066 Cadrete,69 años,2020,14
Total,50066 Cadrete,70 años,2020,27
Total,50066 Cadrete,71 años,2020,33
Total,50066 Cadrete,72 años,2020,17
Total,50066 Cadrete,73 años,2020,32
Total,50066 Cadrete,74 años,2020,24
Total,50066 Cadrete,75 años,2020,31
Total,50066 Cadrete,76 años,2020,19
Total,50066 Cadrete,77 años,2020,15
Total,50066 Cadrete,78 años,2020,20
Total,50066 Cadrete,79 años,2020,13
Total,50066 Cadrete,80 años,2020,17
Total,50066 Cadrete,81 años,2020,14
Total,50066 Cadrete,82 años,2020,12
Total,50066 Cadrete,83 años,2020,16
Total,50066 Cadrete,84 años,2020,15
Total,50066 Cadrete,85 años,2020,13
Total,50066 Cadrete,86 años,2020,12
Total,50066 Cadrete,87 años,2020,9
Total,50066 Cadrete,88 años,2020,7
Total,50066 Cadrete,89 años,2020,4
Total,50066 Cadrete,90 años,2020,5
Total,50066 Cadrete,91 años,2020,3
Total,50066 Cadrete,92 años,2020,6
Total,50066 Cadrete,93 años,2020,3
Total,50066 Cadrete,94 años,2020,4
Total,50066 Cadrete,95 años,2020,0
Total,50066 Cadrete,96 años,2020,2
Total,50066 Cadrete,97 años,2020,2
Total,50066 Cadrete,98 años,2020,1
Total,50066 Cadrete,99 años,2020,0
Total,50066 Cadrete,100 y más años,2020,0
Total,50067 Calatayud,66 años,2020,190
Total,50067 Calatayud,67 años,2020,187
Total,50067 Calatayud,68 años,2020,192
Total,50067 Calatayud,69 años,2020,167
Total,50067 Calatayud,70 años,2020,185
Total,50067 Calatayud,71 años,2020,178
Total,50067 Calatayud,72 años,2020,169
Total,50067 Calatayud,73 años,2020,150
Total,50067 Calatayud,74 años,2020,152
Total,50067 Calatayud,75 años,2020,170
Total,50067 Calatayud,76 años,2020,150
Total,50067 Calatayud,77 años,2020,159
Total,50067 Calatayud,78 años,2020,132
Total,50067 Calatayud,79 años,2020,142
Total,50067 Calatayud,80 años,2020,102
Total,50067 Calatayud,81 años,2020,93
Total,50067 Calatayud,82 años,2020,115
Total,50067 Calatayud,83 años,2020,158
Total,50067 Calatayud,84 años,2020,122
Total,50067 Calatayud,85 años,2020,144
Total,50067 Calatayud,86 años,2020,114
Total,50067 Calatayud,87 años,2020,117
Total,50067 Calatayud,88 años,2020,105
Total,50067 Calatayud,89 años,2020,100
Total,50067 Calatayud,90 años,2020,69
Total,50067 Calatayud,91 años,2020,43
Total,50067 Calatayud,92 años,2020,48
Total,50067 Calatayud,93 años,2020,31
Total,50067 Calatayud,94 años,2020,31
Total,50067 Calatayud,95 años,2020,23
Total,50067 Calatayud,96 años,2020,17
Total,50067 Calatayud,97 años,2020,23
Total,50067 Calatayud,98 años,2020,3
Total,50067 Calatayud,99 años,2020,7
Total,50067 Calatayud,100 y más años,2020,8
Total,50068 Calatorao,66 años,2020,27
Total,50068 Calatorao,67 años,2020,34
Total,50068 Calatorao,68 años,2020,24
Total,50068 Calatorao,69 años,2020,24
Total,50068 Calatorao,70 años,2020,34
Total,50068 Calatorao,71 años,2020,32
Total,50068 Calatorao,72 años,2020,24
Total,50068 Calatorao,73 años,2020,25
Total,50068 Calatorao,74 años,2020,20
Total,50068 Calatorao,75 años,2020,28
Total,50068 Calatorao,76 años,2020,20
Total,50068 Calatorao,77 años,2020,23
Total,50068 Calatorao,78 años,2020,17
Total,50068 Calatorao,79 años,2020,26
Total,50068 Calatorao,80 años,2020,23
Total,50068 Calatorao,81 años,2020,19
Total,50068 Calatorao,82 años,2020,14
Total,50068 Calatorao,83 años,2020,23
Total,50068 Calatorao,84 años,2020,22
Total,50068 Calatorao,85 años,2020,17
Total,50068 Calatorao,86 años,2020,21
Total,50068 Calatorao,87 años,2020,17
Total,50068 Calatorao,88 años,2020,19
Total,50068 Calatorao,89 años,2020,11
Total,50068 Calatorao,90 años,2020,15
Total,50068 Calatorao,91 años,2020,6
Total,50068 Calatorao,92 años,2020,7
Total,50068 Calatorao,93 años,2020,5
Total,50068 Calatorao,94 años,2020,3
Total,50068 Calatorao,95 años,2020,2
Total,50068 Calatorao,96 años,2020,3
Total,50068 Calatorao,97 años,2020,1
Total,50068 Calatorao,98 años,2020,0
Total,50068 Calatorao,99 años,2020,0
Total,50068 Calatorao,100 y más años,2020,1
Total,50069 Calcena,66 años,2020,0
Total,50069 Calcena,67 años,2020,1
Total,50069 Calcena,68 años,2020,0
Total,50069 Calcena,69 años,2020,2
Total,50069 Calcena,70 años,2020,1
Total,50069 Calcena,71 años,2020,0
Total,50069 Calcena,72 años,2020,2
Total,50069 Calcena,73 años,2020,1
Total,50069 Calcena,74 años,2020,2
Total,50069 Calcena,75 años,2020,0
Total,50069 Calcena,76 años,2020,3
Total,50069 Calcena,77 años,2020,1
Total,50069 Calcena,78 años,2020,2
Total,50069 Calcena,79 años,2020,1
Total,50069 Calcena,80 años,2020,0
Total,50069 Calcena,81 años,2020,0
Total,50069 Calcena,82 años,2020,0
Total,50069 Calcena,83 años,2020,0
Total,50069 Calcena,84 años,2020,0
Total,50069 Calcena,85 años,2020,1
Total,50069 Calcena,86 años,2020,2
Total,50069 Calcena,87 años,2020,0
Total,50069 Calcena,88 años,2020,0
Total,50069 Calcena,89 años,2020,2
Total,50069 Calcena,90 años,2020,0
Total,50069 Calcena,91 años,2020,1
Total,50069 Calcena,92 años,2020,0
Total,50069 Calcena,93 años,2020,2
Total,50069 Calcena,94 años,2020,0
Total,50069 Calcena,95 años,2020,2
Total,50069 Calcena,96 años,2020,0
Total,50069 Calcena,97 años,2020,0
Total,50069 Calcena,98 años,2020,0
Total,50069 Calcena,99 años,2020,0
Total,50069 Calcena,100 y más años,2020,0
Total,50070 Calmarza,66 años,2020,1
Total,50070 Calmarza,67 años,2020,3
Total,50070 Calmarza,68 años,2020,0
Total,50070 Calmarza,69 años,2020,3
Total,50070 Calmarza,70 años,2020,2
Total,50070 Calmarza,71 años,2020,1
Total,50070 Calmarza,72 años,2020,0
Total,50070 Calmarza,73 años,2020,0
Total,50070 Calmarza,74 años,2020,2
Total,50070 Calmarza,75 años,2020,1
Total,50070 Calmarza,76 años,2020,1
Total,50070 Calmarza,77 años,2020,0
Total,50070 Calmarza,78 años,2020,0
Total,50070 Calmarza,79 años,2020,1
Total,50070 Calmarza,80 años,2020,1
Total,50070 Calmarza,81 años,2020,0
Total,50070 Calmarza,82 años,2020,1
Total,50070 Calmarza,83 años,2020,1
Total,50070 Calmarza,84 años,2020,0
Total,50070 Calmarza,85 años,2020,1
Total,50070 Calmarza,86 años,2020,0
Total,50070 Calmarza,87 años,2020,0
Total,50070 Calmarza,88 años,2020,1
Total,50070 Calmarza,89 años,2020,1
Total,50070 Calmarza,90 años,2020,0
Total,50070 Calmarza,91 años,2020,1
Total,50070 Calmarza,92 años,2020,2
Total,50070 Calmarza,93 años,2020,0
Total,50070 Calmarza,94 años,2020,0
Total,50070 Calmarza,95 años,2020,0
Total,50070 Calmarza,96 años,2020,0
Total,50070 Calmarza,97 años,2020,0
Total,50070 Calmarza,98 años,2020,0
Total,50070 Calmarza,99 años,2020,0
Total,50070 Calmarza,100 y más años,2020,0
Total,50071 Campillo de Aragón,66 años,2020,4
Total,50071 Campillo de Aragón,67 años,2020,5
Total,50071 Campillo de Aragón,68 años,2020,1
Total,50071 Campillo de Aragón,69 años,2020,3
Total,50071 Campillo de Aragón,70 años,2020,0
Total,50071 Campillo de Aragón,71 años,2020,1
Total,50071 Campillo de Aragón,72 años,2020,2
Total,50071 Campillo de Aragón,73 años,2020,0
Total,50071 Campillo de Aragón,74 años,2020,1
Total,50071 Campillo de Aragón,75 años,2020,1
Total,50071 Campillo de Aragón,76 años,2020,1
Total,50071 Campillo de Aragón,77 años,2020,2
Total,50071 Campillo de Aragón,78 años,2020,2
Total,50071 Campillo de Aragón,79 años,2020,2
Total,50071 Campillo de Aragón,80 años,2020,3
Total,50071 Campillo de Aragón,81 años,2020,1
Total,50071 Campillo de Aragón,82 años,2020,1
Total,50071 Campillo de Aragón,83 años,2020,2
Total,50071 Campillo de Aragón,84 años,2020,2
Total,50071 Campillo de Aragón,85 años,2020,2
Total,50071 Campillo de Aragón,86 años,2020,2
Total,50071 Campillo de Aragón,87 años,2020,2
Total,50071 Campillo de Aragón,88 años,2020,3
Total,50071 Campillo de Aragón,89 años,2020,2
Total,50071 Campillo de Aragón,90 años,2020,3
Total,50071 Campillo de Aragón,91 años,2020,3
Total,50071 Campillo de Aragón,92 años,2020,0
Total,50071 Campillo de Aragón,93 años,2020,1
Total,50071 Campillo de Aragón,94 años,2020,0
Total,50071 Campillo de Aragón,95 años,2020,0
Total,50071 Campillo de Aragón,96 años,2020,0
Total,50071 Campillo de Aragón,97 años,2020,0
Total,50071 Campillo de Aragón,98 años,2020,0
Total,50071 Campillo de Aragón,99 años,2020,0
Total,50071 Campillo de Aragón,100 y más años,2020,0
Total,50072 Carenas,66 años,2020,1
Total,50072 Carenas,67 años,2020,2
Total,50072 Carenas,68 años,2020,2
Total,50072 Carenas,69 años,2020,4
Total,50072 Carenas,70 años,2020,5
Total,50072 Carenas,71 años,2020,2
Total,50072 Carenas,72 años,2020,1
Total,50072 Carenas,73 años,2020,2
Total,50072 Carenas,74 años,2020,4
Total,50072 Carenas,75 años,2020,1
Total,50072 Carenas,76 años,2020,5
Total,50072 Carenas,77 años,2020,2
Total,50072 Carenas,78 años,2020,6
Total,50072 Carenas,79 años,2020,3
Total,50072 Carenas,80 años,2020,4
Total,50072 Carenas,81 años,2020,2
Total,50072 Carenas,82 años,2020,2
Total,50072 Carenas,83 años,2020,3
Total,50072 Carenas,84 años,2020,2
Total,50072 Carenas,85 años,2020,1
Total,50072 Carenas,86 años,2020,1
Total,50072 Carenas,87 años,2020,2
Total,50072 Carenas,88 años,2020,6
Total,50072 Carenas,89 años,2020,0
Total,50072 Carenas,90 años,2020,1
Total,50072 Carenas,91 años,2020,0
Total,50072 Carenas,92 años,2020,1
Total,50072 Carenas,93 años,2020,0
Total,50072 Carenas,94 años,2020,0
Total,50072 Carenas,95 años,2020,0
Total,50072 Carenas,96 años,2020,1
Total,50072 Carenas,97 años,2020,0
Total,50072 Carenas,98 años,2020,0
Total,50072 Carenas,99 años,2020,0
Total,50072 Carenas,100 y más años,2020,1
Total,50073 Cariñena,66 años,2020,35
Total,50073 Cariñena,67 años,2020,40
Total,50073 Cariñena,68 años,2020,27
Total,50073 Cariñena,69 años,2020,38
Total,50073 Cariñena,70 años,2020,32
Total,50073 Cariñena,71 años,2020,26
Total,50073 Cariñena,72 años,2020,26
Total,50073 Cariñena,73 años,2020,25
Total,50073 Cariñena,74 años,2020,22
Total,50073 Cariñena,75 años,2020,28
Total,50073 Cariñena,76 años,2020,29
Total,50073 Cariñena,77 años,2020,22
Total,50073 Cariñena,78 años,2020,27
Total,50073 Cariñena,79 años,2020,19
Total,50073 Cariñena,80 años,2020,19
Total,50073 Cariñena,81 años,2020,24
Total,50073 Cariñena,82 años,2020,25
Total,50073 Cariñena,83 años,2020,9
Total,50073 Cariñena,84 años,2020,22
Total,50073 Cariñena,85 años,2020,13
Total,50073 Cariñena,86 años,2020,24
Total,50073 Cariñena,87 años,2020,13
Total,50073 Cariñena,88 años,2020,14
Total,50073 Cariñena,89 años,2020,16
Total,50073 Cariñena,90 años,2020,15
Total,50073 Cariñena,91 años,2020,8
Total,50073 Cariñena,92 años,2020,11
Total,50073 Cariñena,93 años,2020,4
Total,50073 Cariñena,94 años,2020,3
Total,50073 Cariñena,95 años,2020,4
Total,50073 Cariñena,96 años,2020,5
Total,50073 Cariñena,97 años,2020,4
Total,50073 Cariñena,98 años,2020,2
Total,50073 Cariñena,99 años,2020,1
Total,50073 Cariñena,100 y más años,2020,0
Total,50074 Caspe,66 años,2020,104
Total,50074 Caspe,67 años,2020,106
Total,50074 Caspe,68 años,2020,91
Total,50074 Caspe,69 años,2020,85
Total,50074 Caspe,70 años,2020,102
Total,50074 Caspe,71 años,2020,112
Total,50074 Caspe,72 años,2020,92
Total,50074 Caspe,73 años,2020,72
Total,50074 Caspe,74 años,2020,84
Total,50074 Caspe,75 años,2020,76
Total,50074 Caspe,76 años,2020,88
Total,50074 Caspe,77 años,2020,58
Total,50074 Caspe,78 años,2020,64
Total,50074 Caspe,79 años,2020,73
Total,50074 Caspe,80 años,2020,32
Total,50074 Caspe,81 años,2020,40
Total,50074 Caspe,82 años,2020,78
Total,50074 Caspe,83 años,2020,67
Total,50074 Caspe,84 años,2020,54
Total,50074 Caspe,85 años,2020,48
Total,50074 Caspe,86 años,2020,57
Total,50074 Caspe,87 años,2020,51
Total,50074 Caspe,88 años,2020,24
Total,50074 Caspe,89 años,2020,40
Total,50074 Caspe,90 años,2020,30
Total,50074 Caspe,91 años,2020,27
Total,50074 Caspe,92 años,2020,23
Total,50074 Caspe,93 años,2020,17
Total,50074 Caspe,94 años,2020,14
Total,50074 Caspe,95 años,2020,14
Total,50074 Caspe,96 años,2020,8
Total,50074 Caspe,97 años,2020,6
Total,50074 Caspe,98 años,2020,1
Total,50074 Caspe,99 años,2020,1
Total,50074 Caspe,100 y más años,2020,0
Total,50075 Castejón de Alarba,66 años,2020,1
Total,50075 Castejón de Alarba,67 años,2020,0
Total,50075 Castejón de Alarba,68 años,2020,0
Total,50075 Castejón de Alarba,69 años,2020,1
Total,50075 Castejón de Alarba,70 años,2020,3
Total,50075 Castejón de Alarba,71 años,2020,1
Total,50075 Castejón de Alarba,72 años,2020,0
Total,50075 Castejón de Alarba,73 años,2020,0
Total,50075 Castejón de Alarba,74 años,2020,0
Total,50075 Castejón de Alarba,75 años,2020,0
Total,50075 Castejón de Alarba,76 años,2020,3
Total,50075 Castejón de Alarba,77 años,2020,1
Total,50075 Castejón de Alarba,78 años,2020,2
Total,50075 Castejón de Alarba,79 años,2020,1
Total,50075 Castejón de Alarba,80 años,2020,3
Total,50075 Castejón de Alarba,81 años,2020,3
Total,50075 Castejón de Alarba,82 años,2020,1
Total,50075 Castejón de Alarba,83 años,2020,1
Total,50075 Castejón de Alarba,84 años,2020,1
Total,50075 Castejón de Alarba,85 años,2020,3
Total,50075 Castejón de Alarba,86 años,2020,1
Total,50075 Castejón de Alarba,87 años,2020,2
Total,50075 Castejón de Alarba,88 años,2020,2
Total,50075 Castejón de Alarba,89 años,2020,1
Total,50075 Castejón de Alarba,90 años,2020,2
Total,50075 Castejón de Alarba,91 años,2020,0
Total,50075 Castejón de Alarba,92 años,2020,2
Total,50075 Castejón de Alarba,93 años,2020,0
Total,50075 Castejón de Alarba,94 años,2020,1
Total,50075 Castejón de Alarba,95 años,2020,0
Total,50075 Castejón de Alarba,96 años,2020,0
Total,50075 Castejón de Alarba,97 años,2020,0
Total,50075 Castejón de Alarba,98 años,2020,0
Total,50075 Castejón de Alarba,99 años,2020,0
Total,50075 Castejón de Alarba,100 y más años,2020,0
Total,50076 Castejón de las Armas,66 años,2020,0
Total,50076 Castejón de las Armas,67 años,2020,4
Total,50076 Castejón de las Armas,68 años,2020,1
Total,50076 Castejón de las Armas,69 años,2020,3
Total,50076 Castejón de las Armas,70 años,2020,4
Total,50076 Castejón de las Armas,71 años,2020,3
Total,50076 Castejón de las Armas,72 años,2020,1
Total,50076 Castejón de las Armas,73 años,2020,2
Total,50076 Castejón de las Armas,74 años,2020,0
Total,50076 Castejón de las Armas,75 años,2020,0
Total,50076 Castejón de las Armas,76 años,2020,0
Total,50076 Castejón de las Armas,77 años,2020,0
Total,50076 Castejón de las Armas,78 años,2020,2
Total,50076 Castejón de las Armas,79 años,2020,2
Total,50076 Castejón de las Armas,80 años,2020,0
Total,50076 Castejón de las Armas,81 años,2020,1
Total,50076 Castejón de las Armas,82 años,2020,1
Total,50076 Castejón de las Armas,83 años,2020,1
Total,50076 Castejón de las Armas,84 años,2020,0
Total,50076 Castejón de las Armas,85 años,2020,1
Total,50076 Castejón de las Armas,86 años,2020,0
Total,50076 Castejón de las Armas,87 años,2020,1
Total,50076 Castejón de las Armas,88 años,2020,1
Total,50076 Castejón de las Armas,89 años,2020,2
Total,50076 Castejón de las Armas,90 años,2020,0
Total,50076 Castejón de las Armas,91 años,2020,0
Total,50076 Castejón de las Armas,92 años,2020,0
Total,50076 Castejón de las Armas,93 años,2020,0
Total,50076 Castejón de las Armas,94 años,2020,0
Total,50076 Castejón de las Armas,95 años,2020,0
Total,50076 Castejón de las Armas,96 años,2020,0
Total,50076 Castejón de las Armas,97 años,2020,0
Total,50076 Castejón de las Armas,98 años,2020,0
Total,50076 Castejón de las Armas,99 años,2020,0
Total,50076 Castejón de las Armas,100 y más años,2020,0
Total,50077 Castejón de Valdejasa,66 años,2020,0
Total,50077 Castejón de Valdejasa,67 años,2020,3
Total,50077 Castejón de Valdejasa,68 años,2020,4
Total,50077 Castejón de Valdejasa,69 años,2020,2
Total,50077 Castejón de Valdejasa,70 años,2020,2
Total,50077 Castejón de Valdejasa,71 años,2020,4
Total,50077 Castejón de Valdejasa,72 años,2020,5
Total,50077 Castejón de Valdejasa,73 años,2020,7
Total,50077 Castejón de Valdejasa,74 años,2020,1
Total,50077 Castejón de Valdejasa,75 años,2020,4
Total,50077 Castejón de Valdejasa,76 años,2020,4
Total,50077 Castejón de Valdejasa,77 años,2020,3
Total,50077 Castejón de Valdejasa,78 años,2020,1
Total,50077 Castejón de Valdejasa,79 años,2020,1
Total,50077 Castejón de Valdejasa,80 años,2020,1
Total,50077 Castejón de Valdejasa,81 años,2020,3
Total,50077 Castejón de Valdejasa,82 años,2020,5
Total,50077 Castejón de Valdejasa,83 años,2020,1
Total,50077 Castejón de Valdejasa,84 años,2020,1
Total,50077 Castejón de Valdejasa,85 años,2020,4
Total,50077 Castejón de Valdejasa,86 años,2020,6
Total,50077 Castejón de Valdejasa,87 años,2020,2
Total,50077 Castejón de Valdejasa,88 años,2020,2
Total,50077 Castejón de Valdejasa,89 años,2020,3
Total,50077 Castejón de Valdejasa,90 años,2020,6
Total,50077 Castejón de Valdejasa,91 años,2020,2
Total,50077 Castejón de Valdejasa,92 años,2020,1
Total,50077 Castejón de Valdejasa,93 años,2020,1
Total,50077 Castejón de Valdejasa,94 años,2020,1
Total,50077 Castejón de Valdejasa,95 años,2020,1
Total,50077 Castejón de Valdejasa,96 años,2020,0
Total,50077 Castejón de Valdejasa,97 años,2020,0
Total,50077 Castejón de Valdejasa,98 años,2020,0
Total,50077 Castejón de Valdejasa,99 años,2020,0
Total,50077 Castejón de Valdejasa,100 y más años,2020,0
Total,50078 Castiliscar,66 años,2020,4
Total,50078 Castiliscar,67 años,2020,4
Total,50078 Castiliscar,68 años,2020,7
Total,50078 Castiliscar,69 años,2020,4
Total,50078 Castiliscar,70 años,2020,1
Total,50078 Castiliscar,71 años,2020,3
Total,50078 Castiliscar,72 años,2020,5
Total,50078 Castiliscar,73 años,2020,3
Total,50078 Castiliscar,74 años,2020,1
Total,50078 Castiliscar,75 años,2020,5
Total,50078 Castiliscar,76 años,2020,5
Total,50078 Castiliscar,77 años,2020,4
Total,50078 Castiliscar,78 años,2020,5
Total,50078 Castiliscar,79 años,2020,4
Total,50078 Castiliscar,80 años,2020,5
Total,50078 Castiliscar,81 años,2020,5
Total,50078 Castiliscar,82 años,2020,10
Total,50078 Castiliscar,83 años,2020,3
Total,50078 Castiliscar,84 años,2020,3
Total,50078 Castiliscar,85 años,2020,1
