Sexo,Municipios,Edad (año a año),Periodo,Total
Total,22059 Biescas,29 años,2017,10
Total,22059 Biescas,30 años,2017,15
Total,22059 Biescas,31 años,2017,25
Total,22059 Biescas,32 años,2017,24
Total,22059 Biescas,33 años,2017,17
Total,22059 Biescas,34 años,2017,24
Total,22059 Biescas,35 años,2017,17
Total,22059 Biescas,36 años,2017,25
Total,22059 Biescas,37 años,2017,25
Total,22059 Biescas,38 años,2017,18
Total,22059 Biescas,39 años,2017,30
Total,22059 Biescas,40 años,2017,20
Total,22060 Binaced,19 años,2017,17
Total,22060 Binaced,20 años,2017,14
Total,22060 Binaced,21 años,2017,17
Total,22060 Binaced,22 años,2017,20
Total,22060 Binaced,23 años,2017,12
Total,22060 Binaced,24 años,2017,10
Total,22060 Binaced,25 años,2017,9
Total,22060 Binaced,26 años,2017,17
Total,22060 Binaced,27 años,2017,12
Total,22060 Binaced,28 años,2017,27
Total,22060 Binaced,29 años,2017,18
Total,22060 Binaced,30 años,2017,21
Total,22060 Binaced,31 años,2017,17
Total,22060 Binaced,32 años,2017,26
Total,22060 Binaced,33 años,2017,13
Total,22060 Binaced,34 años,2017,20
Total,22060 Binaced,35 años,2017,20
Total,22060 Binaced,36 años,2017,21
Total,22060 Binaced,37 años,2017,20
Total,22060 Binaced,38 años,2017,20
Total,22060 Binaced,39 años,2017,32
Total,22060 Binaced,40 años,2017,25
Total,22061 Binéfar,19 años,2017,104
Total,22061 Binéfar,20 años,2017,103
Total,22061 Binéfar,21 años,2017,102
Total,22061 Binéfar,22 años,2017,94
Total,22061 Binéfar,23 años,2017,74
Total,22061 Binéfar,24 años,2017,98
Total,22061 Binéfar,25 años,2017,118
Total,22061 Binéfar,26 años,2017,92
Total,22061 Binéfar,27 años,2017,97
Total,22061 Binéfar,28 años,2017,95
Total,22061 Binéfar,29 años,2017,83
Total,22061 Binéfar,30 años,2017,110
Total,22061 Binéfar,31 años,2017,90
Total,22061 Binéfar,32 años,2017,101
Total,22061 Binéfar,33 años,2017,120
Total,22061 Binéfar,34 años,2017,115
Total,22061 Binéfar,35 años,2017,133
Total,22061 Binéfar,36 años,2017,139
Total,22061 Binéfar,37 años,2017,147
Total,22061 Binéfar,38 años,2017,167
Total,22061 Binéfar,39 años,2017,167
Total,22061 Binéfar,40 años,2017,173
Total,22062 Bisaurri,19 años,2017,0
Total,22062 Bisaurri,20 años,2017,0
Total,22062 Bisaurri,21 años,2017,0
Total,22062 Bisaurri,22 años,2017,1
Total,22062 Bisaurri,23 años,2017,0
Total,22062 Bisaurri,24 años,2017,1
Total,22062 Bisaurri,25 años,2017,1
Total,22062 Bisaurri,26 años,2017,0
Total,22062 Bisaurri,27 años,2017,0
Total,22062 Bisaurri,28 años,2017,1
Total,22062 Bisaurri,29 años,2017,4
Total,22062 Bisaurri,30 años,2017,1
Total,22062 Bisaurri,31 años,2017,2
Total,22062 Bisaurri,32 años,2017,0
Total,22062 Bisaurri,33 años,2017,5
Total,22062 Bisaurri,34 años,2017,3
Total,22062 Bisaurri,35 años,2017,2
Total,22062 Bisaurri,36 años,2017,1
Total,22062 Bisaurri,37 años,2017,2
Total,22062 Bisaurri,38 años,2017,2
Total,22062 Bisaurri,39 años,2017,1
Total,22062 Bisaurri,40 años,2017,2
Total,22063 Biscarrués,19 años,2017,3
Total,22063 Biscarrués,20 años,2017,3
Total,22063 Biscarrués,21 años,2017,3
Total,22063 Biscarrués,22 años,2017,1
Total,22063 Biscarrués,23 años,2017,1
Total,22063 Biscarrués,24 años,2017,1
Total,22063 Biscarrués,25 años,2017,3
Total,22063 Biscarrués,26 años,2017,0
Total,22063 Biscarrués,27 años,2017,0
Total,22063 Biscarrués,28 años,2017,2
Total,22063 Biscarrués,29 años,2017,1
Total,22063 Biscarrués,30 años,2017,1
Total,22063 Biscarrués,31 años,2017,1
Total,22063 Biscarrués,32 años,2017,0
Total,22063 Biscarrués,33 años,2017,0
Total,22063 Biscarrués,34 años,2017,2
Total,22063 Biscarrués,35 años,2017,3
Total,22063 Biscarrués,36 años,2017,1
Total,22063 Biscarrués,37 años,2017,1
Total,22063 Biscarrués,38 años,2017,1
Total,22063 Biscarrués,39 años,2017,2
Total,22063 Biscarrués,40 años,2017,3
Total,22064 Blecua y Torres,19 años,2017,1
Total,22064 Blecua y Torres,20 años,2017,1
Total,22064 Blecua y Torres,21 años,2017,1
Total,22064 Blecua y Torres,22 años,2017,0
Total,22064 Blecua y Torres,23 años,2017,1
Total,22064 Blecua y Torres,24 años,2017,0
Total,22064 Blecua y Torres,25 años,2017,1
Total,22064 Blecua y Torres,26 años,2017,1
Total,22064 Blecua y Torres,27 años,2017,0
Total,22064 Blecua y Torres,28 años,2017,0
Total,22064 Blecua y Torres,29 años,2017,1
Total,22064 Blecua y Torres,30 años,2017,2
Total,22064 Blecua y Torres,31 años,2017,1
Total,22064 Blecua y Torres,32 años,2017,1
Total,22064 Blecua y Torres,33 años,2017,1
Total,22064 Blecua y Torres,34 años,2017,2
Total,22064 Blecua y Torres,35 años,2017,1
Total,22064 Blecua y Torres,36 años,2017,3
Total,22064 Blecua y Torres,37 años,2017,2
Total,22064 Blecua y Torres,38 años,2017,7
Total,22064 Blecua y Torres,39 años,2017,2
Total,22064 Blecua y Torres,40 años,2017,2
Total,22066 Boltaña,19 años,2017,9
Total,22066 Boltaña,20 años,2017,8
Total,22066 Boltaña,21 años,2017,7
Total,22066 Boltaña,22 años,2017,10
Total,22066 Boltaña,23 años,2017,5
Total,22066 Boltaña,24 años,2017,5
Total,22066 Boltaña,25 años,2017,9
Total,22066 Boltaña,26 años,2017,6
Total,22066 Boltaña,27 años,2017,7
Total,22066 Boltaña,28 años,2017,9
Total,22066 Boltaña,29 años,2017,7
Total,22066 Boltaña,30 años,2017,14
Total,22066 Boltaña,31 años,2017,11
Total,22066 Boltaña,32 años,2017,15
Total,22066 Boltaña,33 años,2017,13
Total,22066 Boltaña,34 años,2017,14
Total,22066 Boltaña,35 años,2017,15
Total,22066 Boltaña,36 años,2017,18
Total,22066 Boltaña,37 años,2017,17
Total,22066 Boltaña,38 años,2017,16
Total,22066 Boltaña,39 años,2017,12
Total,22066 Boltaña,40 años,2017,18
Total,22067 Bonansa,19 años,2017,1
Total,22067 Bonansa,20 años,2017,1
Total,22067 Bonansa,21 años,2017,0
Total,22067 Bonansa,22 años,2017,0
Total,22067 Bonansa,23 años,2017,0
Total,22067 Bonansa,24 años,2017,1
Total,22067 Bonansa,25 años,2017,1
Total,22067 Bonansa,26 años,2017,1
Total,22067 Bonansa,27 años,2017,0
Total,22067 Bonansa,28 años,2017,0
Total,22067 Bonansa,29 años,2017,1
Total,22067 Bonansa,30 años,2017,1
Total,22067 Bonansa,31 años,2017,1
Total,22067 Bonansa,32 años,2017,1
Total,22067 Bonansa,33 años,2017,0
Total,22067 Bonansa,34 años,2017,0
Total,22067 Bonansa,35 años,2017,1
Total,22067 Bonansa,36 años,2017,2
Total,22067 Bonansa,37 años,2017,0
Total,22067 Bonansa,38 años,2017,0
Total,22067 Bonansa,39 años,2017,0
Total,22067 Bonansa,40 años,2017,2
Total,22068 Borau,19 años,2017,0
Total,22068 Borau,20 años,2017,1
Total,22068 Borau,21 años,2017,1
Total,22068 Borau,22 años,2017,3
Total,22068 Borau,23 años,2017,0
Total,22068 Borau,24 años,2017,1
Total,22068 Borau,25 años,2017,0
Total,22068 Borau,26 años,2017,0
Total,22068 Borau,27 años,2017,2
Total,22068 Borau,28 años,2017,0
Total,22068 Borau,29 años,2017,0
Total,22068 Borau,30 años,2017,2
Total,22068 Borau,31 años,2017,1
Total,22068 Borau,32 años,2017,3
Total,22068 Borau,33 años,2017,1
Total,22068 Borau,34 años,2017,2
Total,22068 Borau,35 años,2017,3
Total,22068 Borau,36 años,2017,2
Total,22068 Borau,37 años,2017,1
Total,22068 Borau,38 años,2017,2
Total,22068 Borau,39 años,2017,0
Total,22068 Borau,40 años,2017,1
Total,22069 Broto,19 años,2017,4
Total,22069 Broto,20 años,2017,8
Total,22069 Broto,21 años,2017,5
Total,22069 Broto,22 años,2017,3
Total,22069 Broto,23 años,2017,9
Total,22069 Broto,24 años,2017,5
Total,22069 Broto,25 años,2017,5
Total,22069 Broto,26 años,2017,7
Total,22069 Broto,27 años,2017,8
Total,22069 Broto,28 años,2017,3
Total,22069 Broto,29 años,2017,9
Total,22069 Broto,30 años,2017,6
Total,22069 Broto,31 años,2017,8
Total,22069 Broto,32 años,2017,8
Total,22069 Broto,33 años,2017,7
Total,22069 Broto,34 años,2017,9
Total,22069 Broto,35 años,2017,6
Total,22069 Broto,36 años,2017,5
Total,22069 Broto,37 años,2017,7
Total,22069 Broto,38 años,2017,8
Total,22069 Broto,39 años,2017,9
Total,22069 Broto,40 años,2017,11
Total,22072 Caldearenas,19 años,2017,2
Total,22072 Caldearenas,20 años,2017,0
Total,22072 Caldearenas,21 años,2017,1
Total,22072 Caldearenas,22 años,2017,2
Total,22072 Caldearenas,23 años,2017,0
Total,22072 Caldearenas,24 años,2017,3
Total,22072 Caldearenas,25 años,2017,1
Total,22072 Caldearenas,26 años,2017,5
Total,22072 Caldearenas,27 años,2017,1
Total,22072 Caldearenas,28 años,2017,0
Total,22072 Caldearenas,29 años,2017,5
Total,22072 Caldearenas,30 años,2017,3
Total,22072 Caldearenas,31 años,2017,5
Total,22072 Caldearenas,32 años,2017,0
Total,22072 Caldearenas,33 años,2017,3
Total,22072 Caldearenas,34 años,2017,4
Total,22072 Caldearenas,35 años,2017,5
Total,22072 Caldearenas,36 años,2017,4
Total,22072 Caldearenas,37 años,2017,1
Total,22072 Caldearenas,38 años,2017,2
Total,22072 Caldearenas,39 años,2017,3
Total,22072 Caldearenas,40 años,2017,4
Total,22074 Campo,19 años,2017,1
Total,22074 Campo,20 años,2017,1
Total,22074 Campo,21 años,2017,1
Total,22074 Campo,22 años,2017,4
Total,22074 Campo,23 años,2017,3
Total,22074 Campo,24 años,2017,2
Total,22074 Campo,25 años,2017,3
Total,22074 Campo,26 años,2017,2
Total,22074 Campo,27 años,2017,4
Total,22074 Campo,28 años,2017,2
Total,22074 Campo,29 años,2017,3
Total,22074 Campo,30 años,2017,3
Total,22074 Campo,31 años,2017,4
Total,22074 Campo,32 años,2017,3
Total,22074 Campo,33 años,2017,3
Total,22074 Campo,34 años,2017,0
Total,22074 Campo,35 años,2017,2
Total,22074 Campo,36 años,2017,5
Total,22074 Campo,37 años,2017,3
Total,22074 Campo,38 años,2017,2
Total,22074 Campo,39 años,2017,4
Total,22074 Campo,40 años,2017,6
Total,22075 Camporrélls,19 años,2017,0
Total,22075 Camporrélls,20 años,2017,0
Total,22075 Camporrélls,21 años,2017,1
Total,22075 Camporrélls,22 años,2017,0
Total,22075 Camporrélls,23 años,2017,0
Total,22075 Camporrélls,24 años,2017,3
Total,22075 Camporrélls,25 años,2017,1
Total,22075 Camporrélls,26 años,2017,0
Total,22075 Camporrélls,27 años,2017,0
Total,22075 Camporrélls,28 años,2017,1
Total,22075 Camporrélls,29 años,2017,1
Total,22075 Camporrélls,30 años,2017,1
Total,22075 Camporrélls,31 años,2017,1
Total,22075 Camporrélls,32 años,2017,0
Total,22075 Camporrélls,33 años,2017,3
Total,22075 Camporrélls,34 años,2017,1
Total,22075 Camporrélls,35 años,2017,1
Total,22075 Camporrélls,36 años,2017,2
Total,22075 Camporrélls,37 años,2017,2
Total,22075 Camporrélls,38 años,2017,1
Total,22075 Camporrélls,39 años,2017,0
Total,22075 Camporrélls,40 años,2017,1
Total,22076 Canal de Berdún,19 años,2017,1
Total,22076 Canal de Berdún,20 años,2017,3
Total,22076 Canal de Berdún,21 años,2017,2
Total,22076 Canal de Berdún,22 años,2017,5
Total,22076 Canal de Berdún,23 años,2017,6
Total,22076 Canal de Berdún,24 años,2017,3
Total,22076 Canal de Berdún,25 años,2017,4
Total,22076 Canal de Berdún,26 años,2017,2
Total,22076 Canal de Berdún,27 años,2017,3
Total,22076 Canal de Berdún,28 años,2017,4
Total,22076 Canal de Berdún,29 años,2017,4
Total,22076 Canal de Berdún,30 años,2017,2
Total,22076 Canal de Berdún,31 años,2017,6
Total,22076 Canal de Berdún,32 años,2017,4
Total,22076 Canal de Berdún,33 años,2017,2
Total,22076 Canal de Berdún,34 años,2017,2
Total,22076 Canal de Berdún,35 años,2017,3
Total,22076 Canal de Berdún,36 años,2017,1
Total,22076 Canal de Berdún,37 años,2017,1
Total,22076 Canal de Berdún,38 años,2017,7
Total,22076 Canal de Berdún,39 años,2017,2
Total,22076 Canal de Berdún,40 años,2017,8
Total,22077 Candasnos,19 años,2017,1
Total,22077 Candasnos,20 años,2017,0
Total,22077 Candasnos,21 años,2017,1
Total,22077 Candasnos,22 años,2017,0
Total,22077 Candasnos,23 años,2017,0
Total,22077 Candasnos,24 años,2017,0
Total,22077 Candasnos,25 años,2017,0
Total,22077 Candasnos,26 años,2017,0
Total,22077 Candasnos,27 años,2017,1
Total,22077 Candasnos,28 años,2017,0
Total,22077 Candasnos,29 años,2017,1
Total,22077 Candasnos,30 años,2017,1
Total,22077 Candasnos,31 años,2017,0
Total,22077 Candasnos,32 años,2017,1
Total,22077 Candasnos,33 años,2017,1
Total,22077 Candasnos,34 años,2017,2
Total,22077 Candasnos,35 años,2017,3
Total,22077 Candasnos,36 años,2017,4
Total,22077 Candasnos,37 años,2017,3
Total,22077 Candasnos,38 años,2017,2
Total,22077 Candasnos,39 años,2017,8
Total,22077 Candasnos,40 años,2017,4
Total,22078 Canfranc,19 años,2017,3
Total,22078 Canfranc,20 años,2017,6
Total,22078 Canfranc,21 años,2017,4
Total,22078 Canfranc,22 años,2017,3
Total,22078 Canfranc,23 años,2017,2
Total,22078 Canfranc,24 años,2017,5
Total,22078 Canfranc,25 años,2017,7
Total,22078 Canfranc,26 años,2017,1
Total,22078 Canfranc,27 años,2017,4
Total,22078 Canfranc,28 años,2017,7
Total,22078 Canfranc,29 años,2017,5
Total,22078 Canfranc,30 años,2017,6
Total,22078 Canfranc,31 años,2017,11
Total,22078 Canfranc,32 años,2017,5
Total,22078 Canfranc,33 años,2017,5
Total,22078 Canfranc,34 años,2017,3
Total,22078 Canfranc,35 años,2017,5
Total,22078 Canfranc,36 años,2017,5
Total,22078 Canfranc,37 años,2017,8
Total,22078 Canfranc,38 años,2017,4
Total,22078 Canfranc,39 años,2017,6
Total,22078 Canfranc,40 años,2017,9
Total,22079 Capdesaso,19 años,2017,0
Total,22079 Capdesaso,20 años,2017,1
Total,22079 Capdesaso,21 años,2017,1
Total,22079 Capdesaso,22 años,2017,1
Total,22079 Capdesaso,23 años,2017,1
Total,22079 Capdesaso,24 años,2017,3
Total,22079 Capdesaso,25 años,2017,0
Total,22079 Capdesaso,26 años,2017,2
Total,22079 Capdesaso,27 años,2017,3
Total,22079 Capdesaso,28 años,2017,0
Total,22079 Capdesaso,29 años,2017,2
Total,22079 Capdesaso,30 años,2017,1
Total,22079 Capdesaso,31 años,2017,2
Total,22079 Capdesaso,32 años,2017,4
Total,22079 Capdesaso,33 años,2017,2
Total,22079 Capdesaso,34 años,2017,1
Total,22079 Capdesaso,35 años,2017,3
Total,22079 Capdesaso,36 años,2017,5
Total,22079 Capdesaso,37 años,2017,4
Total,22079 Capdesaso,38 años,2017,3
Total,22079 Capdesaso,39 años,2017,1
Total,22079 Capdesaso,40 años,2017,5
Total,22080 Capella,19 años,2017,3
Total,22080 Capella,20 años,2017,4
Total,22080 Capella,21 años,2017,1
Total,22080 Capella,22 años,2017,2
Total,22080 Capella,23 años,2017,1
Total,22080 Capella,24 años,2017,4
Total,22080 Capella,25 años,2017,2
Total,22080 Capella,26 años,2017,2
Total,22080 Capella,27 años,2017,4
Total,22080 Capella,28 años,2017,4
Total,22080 Capella,29 años,2017,4
Total,22080 Capella,30 años,2017,6
Total,22080 Capella,31 años,2017,2
Total,22080 Capella,32 años,2017,4
Total,22080 Capella,33 años,2017,2
Total,22080 Capella,34 años,2017,2
Total,22080 Capella,35 años,2017,2
Total,22080 Capella,36 años,2017,8
Total,22080 Capella,37 años,2017,2
Total,22080 Capella,38 años,2017,5
Total,22080 Capella,39 años,2017,7
Total,22080 Capella,40 años,2017,2
Total,22081 Casbas de Huesca,19 años,2017,1
Total,22081 Casbas de Huesca,20 años,2017,3
Total,22081 Casbas de Huesca,21 años,2017,0
Total,22081 Casbas de Huesca,22 años,2017,2
Total,22081 Casbas de Huesca,23 años,2017,1
Total,22081 Casbas de Huesca,24 años,2017,3
Total,22081 Casbas de Huesca,25 años,2017,2
Total,22081 Casbas de Huesca,26 años,2017,2
Total,22081 Casbas de Huesca,27 años,2017,1
Total,22081 Casbas de Huesca,28 años,2017,7
Total,22081 Casbas de Huesca,29 años,2017,1
Total,22081 Casbas de Huesca,30 años,2017,4
Total,22081 Casbas de Huesca,31 años,2017,4
Total,22081 Casbas de Huesca,32 años,2017,2
Total,22081 Casbas de Huesca,33 años,2017,3
Total,22081 Casbas de Huesca,34 años,2017,1
Total,22081 Casbas de Huesca,35 años,2017,1
Total,22081 Casbas de Huesca,36 años,2017,6
Total,22081 Casbas de Huesca,37 años,2017,0
Total,22081 Casbas de Huesca,38 años,2017,3
Total,22081 Casbas de Huesca,39 años,2017,10
Total,22081 Casbas de Huesca,40 años,2017,0
Total,22083 Castejón de Monegros,19 años,2017,5
Total,22083 Castejón de Monegros,20 años,2017,4
Total,22083 Castejón de Monegros,21 años,2017,5
Total,22083 Castejón de Monegros,22 años,2017,2
Total,22083 Castejón de Monegros,23 años,2017,2
Total,22083 Castejón de Monegros,24 años,2017,5
Total,22083 Castejón de Monegros,25 años,2017,4
Total,22083 Castejón de Monegros,26 años,2017,2
Total,22083 Castejón de Monegros,27 años,2017,8
Total,22083 Castejón de Monegros,28 años,2017,5
Total,22083 Castejón de Monegros,29 años,2017,3
Total,22083 Castejón de Monegros,30 años,2017,9
Total,22083 Castejón de Monegros,31 años,2017,2
Total,22083 Castejón de Monegros,32 años,2017,2
Total,22083 Castejón de Monegros,33 años,2017,7
Total,22083 Castejón de Monegros,34 años,2017,9
Total,22083 Castejón de Monegros,35 años,2017,5
Total,22083 Castejón de Monegros,36 años,2017,7
Total,22083 Castejón de Monegros,37 años,2017,5
Total,22083 Castejón de Monegros,38 años,2017,7
Total,22083 Castejón de Monegros,39 años,2017,2
Total,22083 Castejón de Monegros,40 años,2017,7
Total,22084 Castejón de Sos,19 años,2017,3
Total,22084 Castejón de Sos,20 años,2017,6
Total,22084 Castejón de Sos,21 años,2017,7
Total,22084 Castejón de Sos,22 años,2017,4
Total,22084 Castejón de Sos,23 años,2017,5
Total,22084 Castejón de Sos,24 años,2017,7
Total,22084 Castejón de Sos,25 años,2017,3
Total,22084 Castejón de Sos,26 años,2017,6
Total,22084 Castejón de Sos,27 años,2017,5
Total,22084 Castejón de Sos,28 años,2017,3
Total,22084 Castejón de Sos,29 años,2017,2
Total,22084 Castejón de Sos,30 años,2017,8
Total,22084 Castejón de Sos,31 años,2017,4
Total,22084 Castejón de Sos,32 años,2017,3
Total,22084 Castejón de Sos,33 años,2017,6
Total,22084 Castejón de Sos,34 años,2017,12
Total,22084 Castejón de Sos,35 años,2017,10
Total,22084 Castejón de Sos,36 años,2017,11
Total,22084 Castejón de Sos,37 años,2017,23
Total,22084 Castejón de Sos,38 años,2017,12
Total,22084 Castejón de Sos,39 años,2017,23
Total,22084 Castejón de Sos,40 años,2017,20
Total,22082 Castejón del Puente,19 años,2017,2
Total,22082 Castejón del Puente,20 años,2017,2
Total,22082 Castejón del Puente,21 años,2017,1
Total,22082 Castejón del Puente,22 años,2017,5
Total,22082 Castejón del Puente,23 años,2017,4
Total,22082 Castejón del Puente,24 años,2017,5
Total,22082 Castejón del Puente,25 años,2017,3
Total,22082 Castejón del Puente,26 años,2017,2
Total,22082 Castejón del Puente,27 años,2017,5
Total,22082 Castejón del Puente,28 años,2017,4
Total,22082 Castejón del Puente,29 años,2017,5
Total,22082 Castejón del Puente,30 años,2017,3
Total,22082 Castejón del Puente,31 años,2017,3
Total,22082 Castejón del Puente,32 años,2017,4
Total,22082 Castejón del Puente,33 años,2017,6
Total,22082 Castejón del Puente,34 años,2017,3
Total,22082 Castejón del Puente,35 años,2017,4
Total,22082 Castejón del Puente,36 años,2017,3
Total,22082 Castejón del Puente,37 años,2017,4
Total,22082 Castejón del Puente,38 años,2017,5
Total,22082 Castejón del Puente,39 años,2017,3
Total,22082 Castejón del Puente,40 años,2017,5
Total,22085 Castelflorite,19 años,2017,0
Total,22085 Castelflorite,20 años,2017,0
Total,22085 Castelflorite,21 años,2017,1
Total,22085 Castelflorite,22 años,2017,0
Total,22085 Castelflorite,23 años,2017,1
Total,22085 Castelflorite,24 años,2017,0
Total,22085 Castelflorite,25 años,2017,0
Total,22085 Castelflorite,26 años,2017,0
Total,22085 Castelflorite,27 años,2017,0
Total,22085 Castelflorite,28 años,2017,1
Total,22085 Castelflorite,29 años,2017,1
Total,22085 Castelflorite,30 años,2017,2
Total,22085 Castelflorite,31 años,2017,2
Total,22085 Castelflorite,32 años,2017,0
Total,22085 Castelflorite,33 años,2017,1
Total,22085 Castelflorite,34 años,2017,2
Total,22085 Castelflorite,35 años,2017,1
Total,22085 Castelflorite,36 años,2017,0
Total,22085 Castelflorite,37 años,2017,5
Total,22085 Castelflorite,38 años,2017,2
Total,22085 Castelflorite,39 años,2017,5
Total,22085 Castelflorite,40 años,2017,3
Total,22086 Castiello de Jaca,19 años,2017,2
Total,22086 Castiello de Jaca,20 años,2017,0
Total,22086 Castiello de Jaca,21 años,2017,7
Total,22086 Castiello de Jaca,22 años,2017,3
Total,22086 Castiello de Jaca,23 años,2017,1
Total,22086 Castiello de Jaca,24 años,2017,4
Total,22086 Castiello de Jaca,25 años,2017,3
Total,22086 Castiello de Jaca,26 años,2017,3
Total,22086 Castiello de Jaca,27 años,2017,1
Total,22086 Castiello de Jaca,28 años,2017,3
Total,22086 Castiello de Jaca,29 años,2017,0
Total,22086 Castiello de Jaca,30 años,2017,1
Total,22086 Castiello de Jaca,31 años,2017,2
Total,22086 Castiello de Jaca,32 años,2017,2
Total,22086 Castiello de Jaca,33 años,2017,2
Total,22086 Castiello de Jaca,34 años,2017,1
Total,22086 Castiello de Jaca,35 años,2017,4
Total,22086 Castiello de Jaca,36 años,2017,4
Total,22086 Castiello de Jaca,37 años,2017,4
Total,22086 Castiello de Jaca,38 años,2017,4
Total,22086 Castiello de Jaca,39 años,2017,4
Total,22086 Castiello de Jaca,40 años,2017,2
Total,22087 Castigaleu,19 años,2017,0
Total,22087 Castigaleu,20 años,2017,0
Total,22087 Castigaleu,21 años,2017,0
Total,22087 Castigaleu,22 años,2017,0
Total,22087 Castigaleu,23 años,2017,1
Total,22087 Castigaleu,24 años,2017,1
Total,22087 Castigaleu,25 años,2017,0
Total,22087 Castigaleu,26 años,2017,1
Total,22087 Castigaleu,27 años,2017,1
Total,22087 Castigaleu,28 años,2017,2
Total,22087 Castigaleu,29 años,2017,1
Total,22087 Castigaleu,30 años,2017,2
Total,22087 Castigaleu,31 años,2017,1
Total,22087 Castigaleu,32 años,2017,0
Total,22087 Castigaleu,33 años,2017,0
Total,22087 Castigaleu,34 años,2017,2
Total,22087 Castigaleu,35 años,2017,1
Total,22087 Castigaleu,36 años,2017,0
Total,22087 Castigaleu,37 años,2017,0
Total,22087 Castigaleu,38 años,2017,1
Total,22087 Castigaleu,39 años,2017,3
Total,22087 Castigaleu,40 años,2017,1
Total,22088 Castillazuelo,19 años,2017,0
Total,22088 Castillazuelo,20 años,2017,0
Total,22088 Castillazuelo,21 años,2017,1
Total,22088 Castillazuelo,22 años,2017,1
Total,22088 Castillazuelo,23 años,2017,1
Total,22088 Castillazuelo,24 años,2017,0
Total,22088 Castillazuelo,25 años,2017,1
Total,22088 Castillazuelo,26 años,2017,2
Total,22088 Castillazuelo,27 años,2017,1
Total,22088 Castillazuelo,28 años,2017,2
Total,22088 Castillazuelo,29 años,2017,0
Total,22088 Castillazuelo,30 años,2017,0
Total,22088 Castillazuelo,31 años,2017,2
Total,22088 Castillazuelo,32 años,2017,0
Total,22088 Castillazuelo,33 años,2017,1
Total,22088 Castillazuelo,34 años,2017,1
Total,22088 Castillazuelo,35 años,2017,1
Total,22088 Castillazuelo,36 años,2017,0
Total,22088 Castillazuelo,37 años,2017,1
Total,22088 Castillazuelo,38 años,2017,2
Total,22088 Castillazuelo,39 años,2017,2
Total,22088 Castillazuelo,40 años,2017,0
Total,22089 Castillonroy,19 años,2017,2
Total,22089 Castillonroy,20 años,2017,0
Total,22089 Castillonroy,21 años,2017,2
Total,22089 Castillonroy,22 años,2017,3
Total,22089 Castillonroy,23 años,2017,3
Total,22089 Castillonroy,24 años,2017,3
Total,22089 Castillonroy,25 años,2017,5
Total,22089 Castillonroy,26 años,2017,2
Total,22089 Castillonroy,27 años,2017,4
Total,22089 Castillonroy,28 años,2017,3
Total,22089 Castillonroy,29 años,2017,6
Total,22089 Castillonroy,30 años,2017,2
Total,22089 Castillonroy,31 años,2017,4
Total,22089 Castillonroy,32 años,2017,7
Total,22089 Castillonroy,33 años,2017,2
Total,22089 Castillonroy,34 años,2017,4
Total,22089 Castillonroy,35 años,2017,3
Total,22089 Castillonroy,36 años,2017,4
Total,22089 Castillonroy,37 años,2017,2
Total,22089 Castillonroy,38 años,2017,3
Total,22089 Castillonroy,39 años,2017,4
Total,22089 Castillonroy,40 años,2017,2
Total,22094 Chalamera,19 años,2017,3
Total,22094 Chalamera,20 años,2017,2
Total,22094 Chalamera,21 años,2017,0
Total,22094 Chalamera,22 años,2017,2
Total,22094 Chalamera,23 años,2017,2
Total,22094 Chalamera,24 años,2017,0
Total,22094 Chalamera,25 años,2017,3
Total,22094 Chalamera,26 años,2017,0
Total,22094 Chalamera,27 años,2017,0
Total,22094 Chalamera,28 años,2017,2
Total,22094 Chalamera,29 años,2017,0
Total,22094 Chalamera,30 años,2017,0
Total,22094 Chalamera,31 años,2017,0
Total,22094 Chalamera,32 años,2017,0
Total,22094 Chalamera,33 años,2017,1
Total,22094 Chalamera,34 años,2017,2
Total,22094 Chalamera,35 años,2017,1
Total,22094 Chalamera,36 años,2017,1
Total,22094 Chalamera,37 años,2017,1
Total,22094 Chalamera,38 años,2017,1
Total,22094 Chalamera,39 años,2017,0
Total,22094 Chalamera,40 años,2017,1
Total,22095 Chía,19 años,2017,0
Total,22095 Chía,20 años,2017,0
Total,22095 Chía,21 años,2017,0
Total,22095 Chía,22 años,2017,1
Total,22095 Chía,23 años,2017,0
Total,22095 Chía,24 años,2017,1
Total,22095 Chía,25 años,2017,0
Total,22095 Chía,26 años,2017,0
Total,22095 Chía,27 años,2017,1
Total,22095 Chía,28 años,2017,0
Total,22095 Chía,29 años,2017,1
Total,22095 Chía,30 años,2017,3
Total,22095 Chía,31 años,2017,0
Total,22095 Chía,32 años,2017,1
Total,22095 Chía,33 años,2017,1
Total,22095 Chía,34 años,2017,0
Total,22095 Chía,35 años,2017,1
Total,22095 Chía,36 años,2017,2
Total,22095 Chía,37 años,2017,1
Total,22095 Chía,38 años,2017,0
Total,22095 Chía,39 años,2017,1
Total,22095 Chía,40 años,2017,4
Total,22096 Chimillas,19 años,2017,4
Total,22096 Chimillas,20 años,2017,2
Total,22096 Chimillas,21 años,2017,2
Total,22096 Chimillas,22 años,2017,6
Total,22096 Chimillas,23 años,2017,4
Total,22096 Chimillas,24 años,2017,5
Total,22096 Chimillas,25 años,2017,7
Total,22096 Chimillas,26 años,2017,3
Total,22096 Chimillas,27 años,2017,5
Total,22096 Chimillas,28 años,2017,6
Total,22096 Chimillas,29 años,2017,4
Total,22096 Chimillas,30 años,2017,2
Total,22096 Chimillas,31 años,2017,1
